"study_name_rare","source_rare","study_name_common","source_common","trait_rare","trait_common","tier","match_type"
"ukb-wes-az-00004867","az_exwas","ukb-d-M13-ROTATORCUFF","ukb","Rotator cuff syndrome","Rotator cuff syndrome","all","exact"
"ukb-wes-az-00004874","az_exwas","ukb-d-M13-SHOULDER","ukb","Shoulder lesions","Shoulder lesions","all","exact"
"ukb-wes-az-00004734","az_exwas","ukb-d-M13-SPINSTENOSIS","ukb","Spinal stenosis","Spinal stenosis","all","exact"
"ukb-wes-az-00004812","az_exwas","ukb-d-M13-TRIGGERFINGER","ukb","Trigger finger","Trigger finger","all","exact"
"ukb-wes-az-00010121","az_exwas","ukb-b-11141","ukb","Forced expiratory volume in 1-second (FEV1) Best measure","Forced expiratory volume in 1-second (FEV1), Best measure","all","fuzzy"
"ukb-wes-az-00011931","az_exwas","ukb-b-11361","ukb","ECG heart rate","ECG, heart rate","all","fuzzy"
"ukb-wes-az-00011932","az_exwas","ukb-b-12165","ukb","ECG load","ECG, load","all","fuzzy"
"ukb-wes-az-00011925","az_exwas","ukb-b-12440","ukb","Intra-ocular pressure Goldmann-correlated (left)","Intra-ocular pressure, Goldmann-correlated (left)","all","fuzzy"
"ukb-wes-az-00010124","az_exwas","ukb-b-13405","ukb","Forced expiratory volume in 1-second (FEV1) predicted percentage","Forced expiratory volume in 1-second (FEV1), predicted percentage","all","fuzzy"
"ukb-wes-az-00011883","az_exwas","ukb-b-13501","ukb","Mean signal-to-noise ratio (SNR) (left)","Mean signal-to-noise ratio (SNR), (left)","all","fuzzy"
"ukb-wes-az-00011921","az_exwas","ukb-b-14146","ukb","Intra-ocular pressure Goldmann-correlated (right)","Intra-ocular pressure, Goldmann-correlated (right)","all","fuzzy"
"ukb-wes-az-00010122","az_exwas","ukb-b-14713","ukb","Forced vital capacity (FVC) Best measure","Forced vital capacity (FVC), Best measure","all","fuzzy"
"ukb-wes-az-00011873","az_exwas","ukb-b-15730","ukb","Heel bone mineral density (BMD) T-score automated (left)","Heel bone mineral density (BMD) T-score, automated (left)","all","fuzzy"
"ukb-wes-az-00011918","az_exwas","ukb-b-15782","ukb","logMAR final (right)","logMAR, final (right)","all","fuzzy"
"ukb-wes-az-00011851","az_exwas","ukb-b-15851","ukb","Heel Broadband ultrasound attenuation direct entry","Heel Broadband ultrasound attenuation, direct entry","all","fuzzy"
"ukb-wes-az-00011933","az_exwas","ukb-b-17612","ukb","Heel bone ultrasound T-score manual entry","Heel bone ultrasound T-score, manual entry","all","fuzzy"
"ukb-wes-az-00010327","az_exwas","ukb-b-18096","ukb","Leg lean mass (right)","Leg fat mass (right)","all","fuzzy"
"ukb-wes-az-00010329","az_exwas","ukb-b-18096","ukb","Leg total mass (right)","Leg fat mass (right)","all","fuzzy"
"ukb-wes-az-00010088","az_exwas","ukb-b-18103","ukb","Pulse rate automated reading","Pulse rate, automated reading","all","fuzzy"
"ukb-wes-az-00011924","az_exwas","ukb-b-19071","ukb","Intra-ocular pressure corneal-compensated (left)","Intra-ocular pressure, corneal-compensated (left)","all","fuzzy"
"ukb-wes-az-00011853","az_exwas","ukb-b-19234","ukb","Heel quantitative ultrasound index (QUI) direct entry","Heel quantitative ultrasound index (QUI), direct entry","all","fuzzy"
"ukb-wes-az-00011920","az_exwas","ukb-b-19277","ukb","Intra-ocular pressure corneal-compensated (right)","Intra-ocular pressure, corneal-compensated (right)","all","fuzzy"
"ukb-wes-az-00011879","az_exwas","ukb-b-20032","ukb","Heel bone mineral density (BMD) T-score automated (right)","Heel bone mineral density (BMD) T-score, automated (right)","all","fuzzy"
"ukb-wes-az-00011934","az_exwas","ukb-b-20124","ukb","Heel bone mineral density (BMD) T-score automated","Heel bone mineral density (BMD) T-score, automated","all","fuzzy"
"ukb-wes-az-00011867","az_exwas","ukb-b-20175","ukb","Systolic blood pressure automated reading","Systolic blood pressure, automated reading","all","fuzzy"
"ukb-wes-az-00001178","az_exwas","ukb-b-20464","ukb","Doctor diagnosed COPD chronic obstructive pulmonary disease","Doctor diagnosed COPD (chronic obstructive pulmonary disease)","all","fuzzy"
"ukb-wes-az-00011919","az_exwas","ukb-b-4535","ukb","logMAR final (left)","logMAR, final (left)","all","fuzzy"
"ukb-wes-az-00011884","az_exwas","ukb-b-4776","ukb","Mean signal-to-noise ratio (SNR) (right)","Mean signal-to-noise ratio (SNR), (right)","all","fuzzy"
"ukb-wes-az-00011877","az_exwas","ukb-b-5463","ukb","Heel quantitative ultrasound index (QUI) direct entry (right)","Heel quantitative ultrasound index (QUI), direct entry (right)","all","fuzzy"
"ukb-wes-az-00010310","az_exwas","ukb-b-6704","ukb","Arm lean mass (right)","Arm fat mass (right)","all","fuzzy"
"ukb-wes-az-00010312","az_exwas","ukb-b-6704","ukb","Arm total mass (right)","Arm fat mass (right)","all","fuzzy"
"ukb-wes-az-00011857","az_exwas","ukb-b-7556","ukb","Age hay fever rhinitis or eczema diagnosed","Age hay fever, rhinitis or eczema diagnosed","all","fuzzy"
"ukb-wes-az-00011866","az_exwas","ukb-b-7992","ukb","Diastolic blood pressure automated reading","Diastolic blood pressure, automated reading","all","fuzzy"
"ukb-wes-az-00010123","az_exwas","ukb-b-8428","ukb","Forced expiratory volume in 1-second (FEV1) predicted","Forced expiratory volume in 1-second (FEV1), predicted","all","fuzzy"
"ukb-wes-az-00011871","az_exwas","ukb-b-845","ukb","Heel quantitative ultrasound index (QUI) direct entry (left)","Heel quantitative ultrasound index (QUI), direct entry (left)","all","fuzzy"
"ukb-wes-az-00011812","az_exwas","ukb-d-30290-irnt","ukb","High light scatter reticulocyte count","High light scatter reticulocyte percentage","all","fuzzy"
"ukb-wes-az-00011863","az_exwas","ukb-d-4012-irnt","ukb","Age deep-vein thrombosis (DVT blood clot in leg) diagnosed","Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed","all","fuzzy"
"ukb-wes-az-00006077","az_exwas","ukb-d-C-OTHER-SKIN","ukb","Other malignant neoplasms of skin (union)","Other malignant neoplasms of skin","all","fuzzy"
"ukb-wes-az-00001861","az_exwas","ukb-d-C-RECTUM","ukb","Malignant neoplasm of gum","Malignant neoplasm of rectum","all","fuzzy"
"ukb-wes-az-00002551","az_exwas","ukb-d-C-RECTUM","ukb","Malignant neoplasm of gum","Malignant neoplasm of rectum","all","fuzzy"
"ukb-wes-az-00006006","az_exwas","ukb-d-C-RECTUM","ukb","Malignant neoplasm of rectum (union)","Malignant neoplasm of rectum","all","fuzzy"
"ukb-wes-az-00001320","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of bladder","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00001323","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of brain","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00001577","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of bladder","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00002000","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of ureter","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00002006","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of bladder","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00002017","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of brain","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00002714","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of ureter","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00002724","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of bladder","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00002737","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of brain","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00006105","az_exwas","ukb-d-C3-BREAST-3","ukb","Malignant neoplasm of breast (union)","Malignant neoplasm of breast","all","fuzzy"
"ukb-wes-az-00006047","az_exwas","ukb-d-C3-BRONCHUS-LUNG","ukb","Malignant neoplasm of bronchus and lung (union)","Malignant neoplasm of bronchus and lung","all","fuzzy"
"ukb-wes-az-00001279","az_exwas","ukb-d-C3-COLON","ukb","Malignant neoplasm: Sigmoid colon","Malignant neoplasm of colon","all","fuzzy"
"ukb-wes-az-00001899","az_exwas","ukb-d-C3-COLON","ukb","Malignant neoplasm: Sigmoid colon","Malignant neoplasm of colon","all","fuzzy"
"ukb-wes-az-00002598","az_exwas","ukb-d-C3-COLON","ukb","Malignant neoplasm: Sigmoid colon","Malignant neoplasm of colon","all","fuzzy"
"ukb-wes-az-00006004","az_exwas","ukb-d-C3-COLON","ukb","Malignant neoplasm of colon (union)","Malignant neoplasm of colon","all","fuzzy"
"ukb-wes-az-00006116","az_exwas","ukb-d-C3-CORPUS-UTERI","ukb","Malignant neoplasm of corpus uteri (union)","Malignant neoplasm of corpus uteri","all","fuzzy"
"ukb-wes-az-00006066","az_exwas","ukb-d-C3-MELANOMA-SKIN","ukb","Malignant melanoma of skin (union)","Malignant melanoma of skin","all","fuzzy"
"ukb-wes-az-00001865","az_exwas","ukb-d-C3-PROSTATE","ukb","Malignant neoplasm of palate","Malignant neoplasm of prostate","all","fuzzy"
"ukb-wes-az-00002555","az_exwas","ukb-d-C3-PROSTATE","ukb","Malignant neoplasm of palate","Malignant neoplasm of prostate","all","fuzzy"
"ukb-wes-az-00006126","az_exwas","ukb-d-C3-PROSTATE","ukb","Malignant neoplasm of prostate (union)","Malignant neoplasm of prostate","all","fuzzy"
"ukb-wes-az-00001855","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of lip","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00001871","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of tonsil","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00001980","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of vagina","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00001993","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of penis","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00001997","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of testis","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00002545","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of lip","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00002562","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of tonsil","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00002693","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of vagina","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00002707","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of penis","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00002711","az_exwas","ukb-d-C3-SKIN","ukb","Malignant neoplasm of testis","Malignant neoplasm of skin","all","fuzzy"
"ukb-wes-az-00004485","az_exwas","ukb-d-COX-ARTHROSIS","ukb","Coxarthrosis [arthrosis of hip]","Coxarthrosis [arthrosis of hip](FG)","all","fuzzy"
"ukb-wes-az-00008453","az_exwas","ukb-d-COX-ARTHROSIS","ukb","Coxarthrosis [arthrosis of hip] (union)","Coxarthrosis [arthrosis of hip](FG)","all","fuzzy"
"ukb-wes-az-00005434","az_exwas","ukb-d-D3-OTHERANAEMIA","ukb","Other amnesia","Other anaemias","all","fuzzy"
"ukb-wes-az-00007116","az_exwas","ukb-d-H7-EYELIDDIS","ukb","Other disorders of eyelid (union)","Other disorders of eyelid","all","fuzzy"
"ukb-wes-az-00007125","az_exwas","ukb-d-H7-LACRIMALSYSTEM","ukb","Disorders of lacrimal system (union)","Disorders of lacrimal system","all","fuzzy"
"ukb-wes-az-00007221","az_exwas","ukb-d-H7-MACULADEGEN","ukb","Degeneration of macula and posterior pole (union)","Degeneration of macula and posterior pole","all","fuzzy"
"ukb-wes-az-00007213","az_exwas","ukb-d-H7-RETINALDETACH","ukb","Retinal detachments and breaks (union)","Retinal detachments and breaks","all","fuzzy"
"ukb-wes-az-00007207","az_exwas","ukb-d-H7-RETINALDETACHBREAK","ukb","Retinal detachment with retinal break (union)","Retinal detachment with retinal break","all","fuzzy"
"ukb-wes-az-00002155","az_exwas","ukb-d-II-NEOPLASM","ukb","Neoplasm","Neoplasms","all","fuzzy"
"ukb-wes-az-00004069","az_exwas","ukb-d-K11-BARRET","ukb","Barrett oesophagus","Barret oesophagus","all","fuzzy"
"ukb-wes-az-00007947","az_exwas","ukb-d-K11-OTHDISOES","ukb","Other diseases of oesophagus (union)","Other diseases of oesophagus","all","fuzzy"
"ukb-wes-az-00004491","az_exwas","ukb-d-KNEE-ARTHROSIS","ukb","Gonarthrosis [arthrosis of knee]","Gonarthrosis [arthrosis of knee](FG)","all","fuzzy"
"ukb-wes-az-00008459","az_exwas","ukb-d-KNEE-ARTHROSIS","ukb","Gonarthrosis [arthrosis of knee] (union)","Gonarthrosis [arthrosis of knee](FG)","all","fuzzy"
"ukb-wes-az-00008327","az_exwas","ukb-d-L12-ATROPHICSKIN","ukb","Atrophic disorders of skin (union)","Atrophic disorders of skin","all","fuzzy"
"ukb-wes-az-00008274","az_exwas","ukb-d-L12-NONIONRADISKIN","ukb","Skin changes due to chronic exposure to nonionizing radiation (union)","Skin changes due to chronic exposure to nonionizing radiation","all","fuzzy"
"ukb-wes-az-00004410","az_exwas","ukb-d-L12-OTHERDISSKINANDSUBCUTIS","ukb","Other disorders of skin and subcutaneous tissue not elsewhere classified","Other disorders of skin and subcutaneous tissue, not elsewhere classified","all","fuzzy"
"ukb-wes-az-00008351","az_exwas","ukb-d-L12-OTHERDISSKINANDSUBCUTIS","ukb","Other disorders of skin and subcutaneous tissue not elsewhere classified (union)","Other disorders of skin and subcutaneous tissue, not elsewhere classified","all","fuzzy"
"ukb-wes-az-00008326","az_exwas","ukb-d-L12-SCARCONDITIONS","ukb","Scar conditions and fibrosis of skin (union)","Scar conditions and fibrosis of skin","all","fuzzy"
"ukb-wes-az-00008987","az_exwas","ukb-d-M13-ADHCAPSULITIS","ukb","Adhesive capsulitis of shoulder (union)","Adhesive capsulitis of shoulder","all","fuzzy"
"ukb-wes-az-00008981","az_exwas","ukb-d-M13-DUPUTRYEN","ukb","Palmar fascial fibromatosis [Dupuytren] (union)","Palmar fascial fibromatosis [Dupuytren]","all","fuzzy"
"ukb-wes-az-00008991","az_exwas","ukb-d-M13-IMPINGEMENT","ukb","Impingement syndrome of shoulder (union)","Impingement syndrome of shoulder","all","fuzzy"
"ukb-wes-az-00004852","az_exwas","ukb-d-M13-SOFTOVERUSE","ukb","Soft tissue disorders related to use overuse and pressure","Soft tissue disorders related to use, overuse and pressure","all","fuzzy"
"ukb-wes-az-00008969","az_exwas","ukb-d-M13-SOFTOVERUSE","ukb","Soft tissue disorders related to use overuse and pressure (union)","Soft tissue disorders related to use, overuse and pressure","all","fuzzy"
"ukb-wes-az-00004938","az_exwas","ukb-d-M13-SOFTTISSUEOTH","ukb","Other soft tissue disorders not elsewhere classified","Other soft tissue disorders, not elsewhere classified","all","fuzzy"
"ukb-wes-az-00009072","az_exwas","ukb-d-M13-SOFTTISSUEOTH","ukb","Other soft tissue disorders not elsewhere classified (union)","Other soft tissue disorders, not elsewhere classified","all","fuzzy"
"ukb-wes-az-00001084","az_exwas","ukb-d-M13-SPINSTENOSIS","ukb","spinal stenosis","Spinal stenosis","all","fuzzy"
"ukb-wes-az-00004426","az_exwas","ukb-d-RHEUMA-NOS","ukb","Other specified rheumatoid arthritis","Other/unspecified rheumatoid arthritis","all","fuzzy"
"ukb-wes-az-00008364","az_exwas","ukb-d-STILL-ADULT","ukb","Adult-onset Still disease (union)","Adult-onset Still disease","all","fuzzy"
"ukb-wes-az-00001761","az_exwas","ukb-d-ULCERNAS","ukb","Ulcerative colitis","Ulcerative colitis, NAS","all","fuzzy"
"ukb-wes-az-00004156","az_exwas","ukb-d-ULCERNAS","ukb","Ulcerative colitis","Ulcerative colitis, NAS","all","fuzzy"
"ukb-wes-az-00001188","az_exwas","ukb-b-18275","ukb","Hearing difficulty problems with background noise","Hearing difficulty/problems with background noise","all","fuzzy2"
"ukb-wes-az-00001186","az_exwas","ukb-d-2247-0","ukb","Hearing difficulty problems","Hearing difficulty/problems: No","all","fuzzy2"
"ukb-wes-az-00000791","az_exwas","ukb-d-C-LYMPHOMA","ukb","lymphoma","Lymphomas","all","fuzzy2"
"ukb-wes-az-00000826","az_exwas","ukb-d-C-STROKE","ukb","stroke","STROKE","all","fuzzy2"
"ukb-wes-az-00005578","az_exwas","ukb-d-C-STROKE","ukb","Stroke","STROKE","all","fuzzy2"
"ukb-wes-az-00002222","az_exwas","ukb-d-C3-MELANOMA-SKIN","ukb","Malignant melanoma NOS","Malignant melanoma of skin","all","fuzzy2"
"ukb-wes-az-00001864","az_exwas","ukb-d-C3-PROSTATE","ukb","Malignant neoplasm: Soft palate","Malignant neoplasm of prostate","all","fuzzy2"
"ukb-wes-az-00002554","az_exwas","ukb-d-C3-PROSTATE","ukb","Malignant neoplasm: Soft palate","Malignant neoplasm of prostate","all","fuzzy2"
"ukb-wes-az-00000942","az_exwas","ukb-d-D3-ANAEMIA-IRONDEF","ukb","iron deficiency anaemia","Iron deficiency anaemia","all","fuzzy2"
"ukb-wes-az-00006512","az_exwas","ukb-d-D3-ANAEMIA-IRONDEF","ukb","Iron deficiency anaemia (union)","Iron deficiency anaemia","all","fuzzy2"
"ukb-wes-az-00000843","az_exwas","ukb-d-G6-SLEEPAPNO","ukb","sleep apnoea","Sleep apnoea","all","fuzzy2"
"ukb-wes-az-00007228","az_exwas","ukb-d-H7-RETINALDISOTH","ukb","Other retinal disorders (union)","Other retinal disorders","all","fuzzy2"
"ukb-wes-az-00000813","az_exwas","ukb-d-I9-HYPTENS","ukb","hypertension","Hypertension","all","fuzzy2"
"ukb-wes-az-00008986","az_exwas","ukb-d-M13-FIBROBLASTIC","ukb","Fibroblastic disorders (union)","Fibroblastic disorders","all","fuzzy2"
"ukb-wes-az-00008493","az_exwas","ukb-d-M13-HALLUXVALGUS","ukb","Hallux valgus (acquired) (union)","Hallux valgus (acquired)","all","fuzzy2"
"ukb-wes-az-00004473","az_exwas","ukb-d-RHEU-ARTHRITIS-OTH","ukb","Other arthritis","Other arthritis (FG)","all","fuzzy2"
"ukb-wes-az-00001022","az_exwas","ukb-d-ULCERNAS","ukb","ulcerative colitis","Ulcerative colitis, NAS","all","fuzzy2"
"ukb-wes-az-00001176","az_exwas","ukb-b-11297","ukb","Doctor diagnosed emphysema","Doctor diagnosed asthma","all","fuzzy3"
"ukb-wes-az-00010489","az_exwas","ukb-b-18445","ukb","Polyunsaturated Fatty Acids","Polyunsaturated fat","all","fuzzy3"
"ukb-wes-az-00010341","az_exwas","ukb-b-20044","ukb","Trunk lean mass","Trunk fat mass","all","fuzzy3"
"ukb-wes-az-00010343","az_exwas","ukb-b-20044","ukb","Trunk total mass","Trunk fat mass","all","fuzzy3"
"ukb-wes-az-00010323","az_exwas","ukb-b-7212","ukb","Leg lean mass (left)","Leg fat mass (left)","all","fuzzy3"
"ukb-wes-az-00010306","az_exwas","ukb-b-8338","ukb","Arm lean mass (left)","Arm fat mass (left)","all","fuzzy3"
"ukb-wes-az-00011793","az_exwas","ukb-d-30090-irnt","ukb","Platelet count","Platelet crit","all","fuzzy3"
"ukb-wes-az-00003544","az_exwas","ukb-d-AB1-OTHER-VIRAL","ukb","Other visual disturbances","Other viral diseases","all","fuzzy3"
